Time,ID,Bus,DataLen,
14.794619,0x2BC,0,8,
14.799609,0x154,0,8,
14.804595,0x106,0,8,
14.809577,0x2AC,0,8,
14.814562,0x28C,0,8,
14.819558,0x258,0,8,
14.824472,0x00E,0,8,
14.829421,0x228,0,4,
14.834393,0x29A,0,8,
14.839343,0x27A,0,7,
14.844612,0x22A,0,8,
14.849846,0x21A,0,8,
14.854853,0x23A,0,8,
14.859842,0x25A,0,8,
14.865266,0x116,0,6,
14.869356,0x1F8,0,8,
14.875212,0x402,0,2,
14.879580,0x2A8,0,8,
14.884339,0x3F8,0,8,
14.889389,0x318,0,8,
14.895017,0x29C,0,8,
14.900008,0x228,0,4,
14.905319,0x29C,0,8,
14.909424,0x2DC,0,8,
14.914506,0x358,0,8,
14.919824,0x154,0,8,
14.924689,0x106,0,8,
14.930177,0x3FC,0,8,
14.935004,0x116,0,6,
14.939800,0x26A,0,3,
14.944993,0x328,0,8,
14.950131,0x168,0,8,
14.954913,0x59C,0,8,
14.960126,0x20A,0,8,
14.968590,0x79C,0,8,
14.973474,0x202,0,8,
14.976120,0x00E,0,8,
14.982380,0x212,0,5,
14.987141,0x00E,0,8,
14.990645,0x222,0,7,
14.994639,0x51A,0,8,
14.999584,0x2A2,0,7,
15.004291,0x3A8,0,8,
15.009885,0x232,0,4,
15.015026,0x308,0,8,
15.019873,0x328,0,8,
15.025170,0x00E,0,8,
15.029342,0x126,0,7,
15.034948,0x102,0,6,
15.039511,0x116,0,6,
15.044530,0x106,0,8,
15.049547,0x154,0,8,
15.054730,0x3CC,0,8,
15.059372,0x228,0,4,
15.064712,0x368,0,8,
15.069736,0x754,0,8,
15.074540,0x754,0,8,
15.079898,0x102,0,6,
15.084528,0x116,0,6,
15.090296,0x754,0,8,
15.095909,0x106,0,8,
15.099551,0x754,0,8,
15.109001,0x228,0,4,
15.115284,0x108,0,4,
15.122187,0x2A8,0,8,
15.127322,0x1F8,0,8,
15.130791,0x154,0,8,
15.135100,0x288,0,8,
15.139548,0x3DC,0,8,
15.144498,0x248,0,7,
15.149691,0x102,0,6,
15.156362,0x116,0,6,
15.160453,0x71C,0,8,
15.165468,0x106,0,8,
15.171107,0x106,0,8,
15.175205,0x3AC,0,8,
15.180224,0x24C,0,8,
15.185249,0x228,0,4,
15.189691,0x23C,0,8,
15.194671,0x22C,0,8,
15.199664,0x40C,0,1,
15.204990,0x00E,0,8,
15.211064,0x20C,0,8,
15.216969,0x754,0,8,
15.221385,0x754,0,8,
15.226151,0x108,0,4,
15.232447,0x102,0,6,
15.236633,0x2C8,0,8,
15.240571,0x116,0,6,
15.244711,0x2C8,0,8,
15.251767,0x154,0,8,
15.256912,0x3BC,0,8,
15.260126,0x2A8,0,8,
15.265659,0x1F8,0,8,
15.270242,0x106,0,8,
15.276183,0x00E,0,8,
15.280335,0x33E,0,8,
15.285643,0x20E,0,8,
15.292407,0x228,0,4,
15.295604,0x116,0,6,
15.301492,0x408,0,1,
15.305750,0x3D8,0,3,
15.309988,0x408,0,1,
15.315693,0x106,0,8,
15.321049,0x154,0,8,
15.325588,0x228,0,4,
15.329886,0x00E,0,8,
15.334882,0x108,0,4,
15.340241,0x266,0,8,
15.345285,0x102,0,6,
15.350262,0x116,0,6,
15.356912,0x256,0,8,
15.361667,0x106,0,8,
15.365128,0x154,0,8,
15.369475,0x154,0,8,
15.374687,0x1F8,0,8,
15.381517,0x168,0,8,
15.384834,0x00E,0,8,
15.389974,0x288,0,8,
15.394799,0x278,0,8,
15.399966,0x228,0,4,
15.405716,0x106,0,8,
15.409836,0x102,0,6,
15.414507,0x116,0,6,
15.420908,0x154,0,8,
15.424766,0x238,0,8,
15.430963,0x25C,0,8,
15.434991,0x228,0,4,
15.439430,0x25C,0,8,
15.444768,0x00E,0,8,
15.451011,0x288,0,8,
15.455254,0x102,0,6,
15.461501,0x116,0,6,
15.464503,0x106,0,8,
15.469967,0x154,0,8,
15.475850,0x138,0,5,
15.480138,0x125,0,4,
15.485045,0x228,0,4,
15.489965,0x2A8,0,8,
15.495557,0x228,0,4,
15.500234,0x48A,0,8,
15.505812,0x108,0,4,
15.509573,0x65A,0,8,
15.515954,0x3EA,0,8,
15.520244,0x1F8,0,8,
15.527948,0x28A,0,8,
15.531182,0x30A,0,8,
15.534526,0x338,0,8,
15.540206,0x168,0,8,
15.545521,0x48C,0,1,
15.549906,0x2BC,0,8,
15.554795,0x154,0,8,
15.560302,0x106,0,8,
15.564425,0x2CC,0,8,
15.569562,0x116,0,6,
15.574607,0x102,0,6,
15.579847,0x48C,0,1,
15.584815,0x5BC,0,8,
15.589739,0x79C,0,8,
15.594600,0x00E,0,8,
15.599658,0x210,0,7,
15.604626,0x29A,0,8,
15.609845,0x24A,0,8,
15.614576,0x27A,0,7,
15.619588,0x22A,0,8,
15.625197,0x228,0,4,
15.629539,0x23A,0,8,
15.634516,0x21A,0,8,
15.639643,0x2AC,0,8,
15.644691,0x168,0,8,
15.650715,0x358,0,8,
15.655167,0x2A8,0,8,
15.659507,0x358,0,8,
15.665246,0x228,0,4,
15.669874,0x29C,0,8,
15.674761,0x2DC,0,8,
15.680181,0x154,0,8,
15.684853,0x106,0,8,
15.690241,0x116,0,6,
15.695072,0x102,0,6,
15.700400,0x26A,0,3,
15.705988,0x288,0,8,
15.710254,0x108,0,4,
15.716210,0x3A8,0,8,
15.719652,0x258,0,8,
15.724876,0x202,0,8,
15.730049,0x6F2,0,8,
15.735605,0x212,0,5,
15.739736,0x2A2,0,7,
15.744801,0x222,0,7,
15.749604,0x1F8,0,8,
15.756549,0x402,0,2,
15.760809,0x3A2,0,8,
15.765044,0x20A,0,8,
15.770894,0x00E,0,8,
15.774953,0x102,0,6,
15.779913,0x126,0,7,
15.784817,0x116,0,6,
15.790252,0x106,0,8,
15.795995,0x154,0,8,
15.800739,0x228,0,4,
15.805196,0x754,0,8,
15.810179,0x754,0,8,
15.815160,0x102,0,6,
15.820207,0x754,0,8,
15.824770,0x116,0,6,
15.829351,0x754,0,8,
15.835571,0x106,0,8,
15.839482,0x368,0,8,
15.844420,0x2A8,0,8,
15.849588,0x1F8,0,8,
15.854720,0x154,0,8,
15.861604,0x288,0,8,
15.866176,0x108,0,4,
15.870170,0x228,0,4,
15.876418,0x23C,0,8,
15.879879,0x102,0,6,
15.885553,0x116,0,6,
15.890195,0x106,0,8,
15.895162,0x154,0,8,
15.900142,0x154,0,8,
15.904652,0x24C,0,8,
15.909542,0x248,0,7,
15.914758,0x228,0,4,
15.920832,0x22C,0,8,
15.925133,0x20C,0,8,
15.931174,0x40C,0,1,
15.935775,0x62A,0,8,
15.939352,0x388,0,8,
15.944333,0x268,0,8,
15.950099,0x754,0,8,
15.954811,0x754,0,8,
15.959747,0x40E,0,1,
15.964597,0x102,0,6,
15.969743,0x2C8,0,8,
15.975062,0x116,0,6,
15.979428,0x154,0,8,
15.984807,0x106,0,8,
15.990062,0x228,0,4,
15.994906,0x1F8,0,8,
15.999918,0x168,0,8,
16.005297,0x108,0,4,
16.010105,0x168,0,8,
16.014913,0x20E,0,8,
16.020887,0x00E,0,8,
16.024861,0x2A8,0,8,
16.029946,0x228,0,4,
16.035717,0x102,0,6,
16.039672,0x116,0,6,
16.044647,0x106,0,8,
16.049640,0x154,0,8,
16.054632,0x408,0,1,
16.059605,0x3D8,0,3,
16.064528,0x00E,0,8,
16.069507,0x102,0,6,
16.074477,0x266,0,8,
16.079435,0x116,0,6,
16.084541,0x256,0,8,
16.089796,0x154,0,8,
16.094404,0x256,0,8,
16.099404,0x2A8,0,8,
16.104386,0x1F8,0,8,
16.109376,0x168,0,8,
16.114358,0x288,0,8,
16.119412,0x00E,0,8,
16.124342,0x106,0,8,
16.129326,0x228,0,4,
16.134630,0x154,0,8,
16.139322,0x102,0,6,
16.144710,0x116,0,6,
16.149553,0x106,0,8,
16.154421,0x238,0,8,
16.159441,0x154,0,8,
16.164596,0x228,0,4,
16.169442,0x21C,0,8,
16.174922,0x00E,0,8,
16.180098,0x138,0,5,
16.184715,0x125,0,4,
16.190016,0x102,0,6,
16.194855,0x116,0,6,
16.200662,0x102,0,6,
16.204625,0x106,0,8,
16.209655,0x2A8,0,8,
16.214570,0x228,0,4,
16.219940,0x1F8,0,8,
16.224578,0x154,0,8,
16.229541,0x288,0,8,
16.234385,0x108,0,4,
16.239891,0x31A,0,8,
16.245024,0x28A,0,8,
16.249815,0x00E,0,8,
16.254733,0x5B8,0,8,
16.259839,0x2AC,0,8,
16.264772,0x154,0,8,
16.269643,0x2BC,0,8,
16.274515,0x106,0,8,
16.280090,0x2CC,0,8,
16.284310,0x116,0,6,
16.289703,0x102,0,6,
16.294696,0x3A8,0,8,
16.299671,0x48C,0,1,
16.304662,0x228,0,4,
16.309893,0x106,0,8,
16.314941,0x29A,0,8,
16.319989,0x210,0,7,
16.325226,0x22A,0,8,
16.329864,0x21A,0,8,
16.334862,0x23A,0,8,
16.340592,0x25A,0,8,
16.345569,0x28C,0,8,
16.349875,0x168,0,8,
16.354875,0x1F8,0,8,
16.360228,0x2A8,0,8,
16.365267,0x228,0,4,
16.370727,0x29C,0,8,
16.375282,0x2DC,0,8,
16.379597,0x358,0,8,
16.385581,0x116,0,6,
16.389498,0x106,0,8,
16.395278,0x116,0,6,
16.400969,0x102,0,6,
16.404309,0x26A,0,3,
16.410321,0x212,0,5,
16.415544,0x168,0,8,
16.420338,0x3A2,0,8,
16.425215,0x402,0,2,
16.430159,0x232,0,4,
16.435301,0x2A2,0,7,
16.440230,0x222,0,7,
16.445101,0x288,0,8,
16.449909,0x6F2,0,8,
16.455174,0x258,0,8,
16.459796,0x79C,0,8,
16.464834,0x20A,0,8,
16.469678,0x108,0,4,
16.475963,0x228,0,4,
16.479424,0x5E8,0,6,
16.484657,0x102,0,6,
16.489651,0x126,0,7,
16.494617,0x102,0,6,
16.499975,0x106,0,8,
16.504441,0x154,0,8,
16.509553,0x00E,0,8,
16.515256,0x108,0,4,
16.520963,0x368,0,8,
16.524875,0x754,0,8,
16.529881,0x102,0,6,
16.534504,0x116,0,6,
16.539354,0x754,0,8,
16.544835,0x106,0,8,
16.549956,0x228,0,4,
16.554661,0x154,0,8,
16.559628,0x1F8,0,8,
16.564950,0x168,0,8,
16.570111,0x288,0,8,
16.574639,0x00E,0,8,
16.579310,0x154,0,8,
16.584486,0x116,0,6,
16.590228,0x40C,0,1,
16.595058,0x154,0,8,
16.599898,0x248,0,7,
16.605026,0x106,0,8,
16.609538,0x51C,0,8,
16.614513,0x102,0,6,
16.620145,0x116,0,6,
16.624485,0x71C,0,8,
16.629529,0x23C,0,8,
16.634520,0x398,0,8,
16.639528,0x754,0,8,
16.644940,0x754,0,8,
16.650071,0x228,0,4,
16.655602,0x268,0,8,
16.660297,0x00E,0,8,
16.665248,0x36C,0,8,
16.669545,0x20C,0,8,
16.674724,0x22C,0,8,
16.679471,0x168,0,8,
16.684692,0x102,0,6,
16.690215,0x116,0,6,
16.694911,0x106,0,8,
16.699940,0x154,0,8,
16.704547,0x228,0,4,
16.710176,0x2C8,0,8,
16.715232,0x37C,0,8,
16.720278,0x2C8,0,8,
16.725273,0x1F8,0,8,
16.729735,0x108,0,4,
16.735002,0x288,0,8,
16.739812,0x40E,0,1,
16.744799,0x20E,0,8,
16.749465,0x2A8,0,8,
16.754468,0x3D8,0,3,
16.759437,0x102,0,6,
16.765302,0x116,0,6,
16.770315,0x106,0,8,
16.775287,0x154,0,8,
16.780065,0x228,0,4,
16.785273,0x00E,0,8,
16.789704,0x228,0,4,
16.794797,0x408,0,1,
16.799414,0x228,0,4,
16.804410,0x266,0,8,
16.809391,0x102,0,6,
16.814384,0x116,0,6,
16.819366,0x256,0,8,
16.824464,0x116,0,6,
16.829446,0x154,0,8,
16.834852,0x35C,0,8,
16.839911,0x2A8,0,8,
16.844408,0x1F8,0,8,
16.849411,0x106,0,8,
16.854404,0x288,0,8,
16.859664,0x108,0,4,
16.864950,0x00E,0,8,
16.869849,0x32C,0,8,
16.875258,0x102,0,6,
16.880286,0x116,0,6,
16.884704,0x106,0,8,
16.889793,0x154,0,8,
16.894753,0x228,0,4,
16.899424,0x21C,0,8,
16.904294,0x00E,0,8,
16.909324,0x106,0,8,
16.914340,0x125,0,4,
16.919312,0x102,0,6,
16.925890,0x116,0,6,
16.930094,0x106,0,8,
16.934532,0x106,0,8,
16.939510,0x228,0,4,
16.944464,0x33C,0,8,
16.950375,0x2A8,0,8,
16.955355,0x138,0,5,
16.959529,0x288,0,8,
16.964616,0x1F8,0,8,
16.969517,0x108,0,4,
16.974555,0x32A,0,8,
16.979473,0x28A,0,8,
16.985462,0x00E,0,8,
16.989912,0x238,0,8,
16.995597,0x2BC,0,8,
16.999883,0x106,0,8,
17.005348,0x2CC,0,8,
17.010094,0x116,0,6,
17.014740,0x2CC,0,8,
17.019588,0x102,0,6,
17.024698,0x3A8,0,8,
17.029978,0x48C,0,1,
17.034555,0x258,0,8,
17.039629,0x21A,0,8,
17.045423,0x2AC,0,8,
17.050467,0x28C,0,8,
17.054594,0x228,0,4,
17.059861,0x154,0,8,
17.065106,0x29A,0,8,
17.070434,0x210,0,7,
17.074423,0x22A,0,8,
17.079487,0x23A,0,8,
17.084470,0x25A,0,8,
17.089361,0x2A8,0,8,
17.095211,0x358,0,8,
17.100071,0x228,0,4,
17.107833,0x1F8,0,8,
17.111971,0x29C,0,8,
17.115893,0x2DC,0,8,
17.123029,0x154,0,8,
17.125848,0x106,0,8,
17.129939,0x116,0,6,
17.135208,0x102,0,6,
17.140215,0x26A,0,3,
17.145534,0x232,0,4,
17.150098,0x108,0,4,
17.155462,0x168,0,8,
17.159993,0x3A2,0,8,
17.165987,0x402,0,2,
17.169923,0x2A2,0,7,
17.175096,0x222,0,7,
17.180020,0x288,0,8,
17.184644,0x6F2,0,8,
17.190724,0x212,0,5,
17.196925,0x79C,0,8,
17.200359,0x20A,0,8,
17.206711,0x168,0,8,
17.210475,0x00E,0,8,
17.214850,0x102,0,6,
17.219632,0x126,0,7,
17.226326,0x102,0,6,
17.230395,0x154,0,8,
17.235394,0x106,0,8,
17.240722,0x228,0,4,
17.247035,0x00E,0,8,
17.251049,0x368,0,8,
17.254646,0x102,0,6,
17.259867,0x116,0,6,
17.264654,0x106,0,8,
17.269866,0x754,0,8,
17.276922,0x754,0,8,
17.280435,0x2A8,0,8,
17.284648,0x1F8,0,8,
17.289635,0x168,0,8,
17.295591,0x108,0,4,
17.299338,0x288,0,8,
17.305196,0x248,0,7,
17.310063,0x754,0,8,
17.314925,0x754,0,8,
17.319997,0x102,0,6,
17.325157,0x116,0,6,
17.330134,0x248,0,7,
17.335273,0x106,0,8,
17.340110,0x71C,0,8,
17.345096,0x40C,0,1,
17.350087,0x53C,0,8,
17.355088,0x268,0,8,
17.360053,0x23C,0,8,
17.365013,0x22C,0,8,
17.369878,0x00E,0,8,
17.374669,0x154,0,8,
17.379605,0x228,0,4,
17.384874,0x24C,0,8,
17.390250,0x108,0,4,
17.395078,0x102,0,6,
17.399964,0x2C8,0,8,
17.404830,0x116,0,6,
17.409310,0x2C8,0,8,
17.415064,0x154,0,8,
17.419873,0x228,0,4,
17.424737,0x2A8,0,8,
17.430034,0x1F8,0,8,
17.436292,0x168,0,8,
17.440569,0x106,0,8,
17.445211,0x40E,0,1,
17.451233,0x288,0,8,
17.456366,0x00E,0,8,
17.461009,0x754,0,8,
17.466442,0x754,0,8,
17.469803,0x00E,0,8,
17.475104,0x342,0,8,
17.480288,0x302,0,3,
17.484819,0x102,0,6,
17.489467,0x512,0,8,
17.495065,0x116,0,6,
17.500049,0x106,0,8,
17.505433,0x228,0,4,
17.509570,0x408,0,1,
17.514640,0x3D8,0,3,
17.519924,0x512,0,8,
17.525192,0x00E,0,8,
17.530432,0x7E2,0,8,
17.534554,0x288,0,8,
17.541957,0x108,0,4,
17.545752,0x168,0,8,
17.550064,0x1F8,0,8,
17.555076,0x154,0,8,
17.559361,0x228,0,4,
17.564345,0x154,0,8,
17.569934,0x106,0,8,
17.576022,0x256,0,8,
17.579567,0x116,0,6,
17.585171,0x266,0,8,
17.590108,0x102,0,6,
17.594474,0x322,0,8,
17.599899,0x412,0,6,
17.605025,0x382,0,8,
17.609935,0x352,0,8,
17.615268,0x312,0,8,
17.619579,0x362,0,8,
17.625446,0x332,0,8,
17.629633,0x3F2,0,6,
17.636932,0x522,0,8,
17.640101,0x372,0,8,
17.644606,0x3D2,0,8,
17.650239,0x3C2,0,8,
17.655308,0x242,0,8,
17.661684,0x3E2,0,8,
17.665225,0x412,0,6,
17.669702,0x102,0,6,
17.675033,0x116,0,6,
17.680455,0x106,0,8,
17.686915,0x154,0,8,
17.691410,0x25C,0,8,
17.694920,0x228,0,4,
17.700242,0x21C,0,8,
17.706105,0x228,0,4,
17.710336,0x278,0,8,
17.715219,0x238,0,8,
17.720015,0x106,0,8,
17.725692,0x102,0,6,
17.731391,0x116,0,6,
17.734567,0x106,0,8,
17.739866,0x2A8,0,8,
17.745286,0x1F8,0,8,
17.751203,0x108,0,4,
17.755465,0x288,0,8,
17.759825,0x4BA,0,8,
17.766195,0x228,0,4,
17.769594,0x28A,0,8,
17.774689,0x33A,0,8,
17.779822,0x168,0,8,
17.784641,0x28C,0,8,
17.790222,0x2AC,0,8,
17.795215,0x106,0,8,
17.800266,0x154,0,8,
17.805383,0x106,0,8,
17.810432,0x2CC,0,8,
17.815196,0x102,0,6,
17.819617,0x116,0,6,
17.824589,0x3A8,0,8,
17.830263,0x48C,0,1,
17.835779,0x00E,0,8,
17.840067,0x228,0,4,
17.844452,0x25A,0,8,
17.851429,0x125,0,4,
17.857295,0x23A,0,8,
17.859489,0x138,0,5,
17.864741,0x27A,0,7,
17.870267,0x21A,0,8,
17.875166,0x27A,0,7,
17.879462,0x22A,0,8,
17.885038,0x210,0,7,
17.889891,0x106,0,8,
17.894629,0x1F8,0,8,
17.900016,0x2A8,0,8,
17.905068,0x168,0,8,
17.910242,0x228,0,4,
17.915229,0x29C,0,8,
17.920369,0x2DC,0,8,
17.925253,0x358,0,8,
17.930211,0x154,0,8,
17.935153,0x116,0,6,
17.940005,0x102,0,6,
17.945045,0x26A,0,3,
17.949444,0x288,0,8,
17.954628,0x108,0,4,
17.960127,0x258,0,8,
17.965443,0x202,0,8,
17.969985,0x79C,0,8,
17.975072,0x202,0,8,
17.979631,0x6F2,0,8,
17.985833,0x212,0,5,
17.990146,0x00E,0,8,
17.994843,0x222,0,7,
18.000974,0x2A2,0,7,
18.004842,0x232,0,4,
18.009859,0x288,0,8,
18.016215,0x00E,0,8,
18.019987,0x102,0,6,
18.024617,0x126,0,7,
18.030570,0x116,0,6,
18.034953,0x106,0,8,
18.039773,0x116,0,6,
18.044706,0x228,0,4,
18.049709,0x00E,0,8,
18.054687,0x708,0,8,
18.059643,0x368,0,8,
18.064599,0x102,0,6,
18.069549,0x116,0,6,
18.074502,0x106,0,8,
18.079469,0x754,0,8,
18.084445,0x708,0,8,
18.089950,0x2A8,0,8,
18.095463,0x228,0,4,
18.099488,0x168,0,8,
18.104474,0x108,0,4,
18.109461,0x288,0,8,
18.114446,0x71C,0,8,
18.119429,0x754,0,8,
18.124445,0x116,0,6,
18.129410,0x102,0,6,
18.135619,0x754,0,8,
18.139394,0x106,0,8,
18.144899,0x154,0,8,
18.149876,0x154,0,8,
18.154918,0x228,0,4,
18.159948,0x248,0,7,
18.164960,0x23C,0,8,
18.170634,0x22C,0,8,
18.175287,0x20C,0,8,
18.180199,0x268,0,8,
18.184487,0x40C,0,1,
18.189486,0x24C,0,8,
18.195347,0x108,0,4,
18.199537,0x102,0,6,
18.204528,0x2C8,0,8,
18.209472,0x116,0,6,
18.214482,0x154,0,8,
18.219633,0x106,0,8,
18.224674,0x228,0,4,
18.229571,0x106,0,8,
18.235483,0x1F8,0,8,
18.240304,0x168,0,8,
18.245209,0x288,0,8,
18.249627,0x40E,0,1,
18.255310,0x20E,0,8,
18.259592,0x2A8,0,8,
18.264708,0x754,0,8,
18.270525,0x00E,0,8,
18.275085,0x7B8,0,8,
18.279996,0x102,0,6,
18.286140,0x116,0,6,
18.290114,0x106,0,8,
18.295100,0x154,0,8,
18.300077,0x408,0,1,
18.305073,0x798,0,8,
18.310201,0x408,0,1,
18.314983,0x00E,0,8,
18.319929,0x228,0,4,
18.324880,0x228,0,4,
18.329851,0x266,0,8,
18.334857,0x102,0,6,
18.339832,0x116,0,6,
18.344634,0x256,0,8,
18.350024,0x116,0,6,
18.354361,0x106,0,8,
18.359314,0x7C8,0,8,
18.364294,0x2A8,0,8,
18.370312,0x1F8,0,8,
18.374307,0x168,0,8,
18.380312,0x154,0,8,
18.384729,0x108,0,4,
18.390222,0x288,0,8,
18.395217,0x00E,0,8,
18.400228,0x106,0,8,
18.405335,0x102,0,6,
18.410195,0x116,0,6,
18.415178,0x238,0,8,
18.420208,0x106,0,8,
18.424951,0x154,0,8,
18.430009,0x25C,0,8,
18.435061,0x228,0,4,
18.440040,0x21C,0,8,
18.445067,0x00E,0,8,
18.449972,0x138,0,5,
18.455575,0x102,0,6,
18.460006,0x116,0,6,
18.465183,0x154,0,8,
18.470661,0x106,0,8,
18.475089,0x154,0,8,
18.480074,0x125,0,4,
18.485014,0x228,0,4,
18.490137,0x1F8,0,8,
18.495160,0x2A8,0,8,
18.500068,0x3C8,0,8,
18.504744,0x288,0,8,
18.510707,0x108,0,4,
18.515185,0x36A,0,8,
18.519496,0x28A,0,8,
18.525309,0x00E,0,8,
18.530299,0x154,0,8,
18.535114,0x106,0,8,
18.540090,0x2CC,0,8,
18.545101,0x116,0,6,
18.549435,0x2CC,0,8,
18.554934,0x102,0,6,
18.560157,0x3A8,0,8,
18.565008,0x48C,0,1,
18.569997,0x258,0,8,
18.574969,0x21A,0,8,
18.579946,0x2AC,0,8,
18.585001,0x28C,0,8,
18.589484,0x228,0,4,
18.595227,0x2BC,0,8,
18.600108,0x29A,0,8,
18.604605,0x210,0,7,
18.609637,0x22A,0,8,
18.614438,0x23A,0,8,
18.619313,0x25A,0,8,
18.625178,0x168,0,8,
18.629929,0x1F8,0,8,
18.634950,0x2A8,0,8,
18.640295,0x228,0,4,
18.644365,0x29C,0,8,
18.649360,0x2DC,0,8,
18.654856,0x154,0,8,
18.659443,0x106,0,8,
18.664916,0x154,0,8,
18.670130,0x116,0,6,
18.674575,0x102,0,6,
18.679591,0x26A,0,3,
18.685083,0x00E,0,8,
18.689576,0x288,0,8,
18.694532,0x108,0,4,
18.700275,0x79C,0,8,
18.704601,0x6F2,0,8,
18.709559,0x202,0,8,
18.715733,0x3A2,0,8,
18.719519,0x212,0,5,
18.725102,0x20A,0,8,
18.731175,0x222,0,7,
18.734397,0x2A2,0,7,
18.740138,0x232,0,4,
18.745191,0x402,0,2,
18.750225,0x108,0,4,
18.755238,0x00E,0,8,
18.760427,0x102,0,6,
18.764749,0x126,0,7,
18.769515,0x116,0,6,
18.775100,0x126,0,7,
18.780129,0x154,0,8,
18.785059,0x228,0,4,
18.789631,0x288,0,8,
18.794611,0x368,0,8,
18.799597,0x754,0,8,
18.804586,0x102,0,6,
18.809572,0x116,0,6,
18.814554,0x754,0,8,
18.819540,0x106,0,8,
18.824514,0x154,0,8,
18.829506,0x228,0,4,
18.834497,0x154,0,8,
18.839704,0x1F8,0,8,
18.844462,0x168,0,8,
18.849481,0x108,0,4,
18.854437,0x00E,0,8,
18.859525,0x24C,0,8,
18.865252,0x102,0,6,
18.870329,0x116,0,6,
18.875219,0x106,0,8,
18.880187,0x71C,0,8,
18.884957,0x154,0,8,
18.889878,0x40C,0,1,
18.895211,0x248,0,7,
